@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
765,'2022/08/22 14:02:52:948',2,-156.740662,47.802628,52.386429,24.826366,-0.4119,-6.23383,-9.069727,-13.577155,-8.678815,-14.853139,-26.532328,-14.758986,-28.275206,-17.528685,-8.099102,-4.946772,-0.942768,7.676169,4.455488,2.047588,-2.560395,2.700358,6.426404,5.80115,9.059283,5.230242,2
766,'2022/08/22 14:02:52:948',2,-156.740662,47.802628,52.386429,24.826366,-0.4119,-6.23383,-9.069727,-13.577155,-8.678815,-14.853139,-26.532328,-14.758986,-28.275206,-17.528685,-8.099102,-4.946772,-0.942768,7.676169,4.455488,2.047588,-2.560395,2.700358,6.426404,5.80115,9.059283,5.230242,2
767,'2022/08/22 14:02:52:959',2,-156.740662,47.802628,52.386429,24.826366,-0.4119,-6.23383,-9.069727,-13.577155,-8.678815,-14.853139,-26.532328,-14.758986,-28.275206,-17.528685,-8.099102,-4.946772,-0.942768,7.676169,4.455488,2.047588,-2.560395,2.700358,6.426404,5.80115,9.059283,5.230242,2
768,'2022/08/22 14:02:52:959',2,-154.389862,48.027431,47.619854,22.294308,0.506749,-5.016194,-10.104052,-14.681778,-9.027184,-14.148891,-29.18984,-19.928289,-25.124168,-13.035694,-11.924585,-7.278596,1.811135,8.174839,1.459822,3.974391,-1.965701,1.765838,4.332325,1.92533,9.981509,5.615776,2
769,'2022/08/22 14:02:52:960',2,-154.389862,48.027431,47.619854,22.294308,0.506749,-5.016194,-10.104052,-14.681778,-9.027184,-14.148891,-29.18984,-19.928289,-25.124168,-13.035694,-11.924585,-7.278596,1.811135,8.174839,1.459822,3.974391,-1.965701,1.765838,4.332325,1.92533,9.981509,5.615776,2
770,'2022/08/22 14:02:52:960',2,-154.389862,48.027431,47.619854,22.294308,0.506749,-5.016194,-10.104052,-14.681778,-9.027184,-14.148891,-29.18984,-19.928289,-25.124168,-13.035694,-11.924585,-7.278596,1.811135,8.174839,1.459822,3.974391,-1.965701,1.765838,4.332325,1.92533,9.981509,5.615776,2
771,'2022/08/22 14:02:52:971',2,-154.389862,48.027431,47.619854,22.294308,0.506749,-5.016194,-10.104052,-14.681778,-9.027184,-14.148891,-29.18984,-19.928289,-25.124168,-13.035694,-11.924585,-7.278596,1.811135,8.174839,1.459822,3.974391,-1.965701,1.765838,4.332325,1.92533,9.981509,5.615776,2
772,'2022/08/22 14:02:52:972',2,-155.807083,46.265842,49.377972,25.940304,1.55879,-4.391915,-10.11014,-15.64084,-5.332495,-10.752197,-29.189995,-22.351858,-23.755264,-11.950055,-9.592537,-4.821221,7.694593,7.776329,2.282662,6.253977,-4.208914,2.885854,6.437891,4.019825,9.335711,5.119594,2
773,'2022/08/22 14:02:52:972',2,-155.807083,46.265842,49.377972,25.940304,1.55879,-4.391915,-10.11014,-15.64084,-5.332495,-10.752197,-29.189995,-22.351858,-23.755264,-11.950055,-9.592537,-4.821221,7.694593,7.776329,2.282662,6.253977,-4.208914,2.885854,6.437891,4.019825,9.335711,5.119594,2
774,'2022/08/22 14:02:52:972',2,-155.807083,46.265842,49.377972,25.940304,1.55879,-4.391915,-10.11014,-15.64084,-5.332495,-10.752197,-29.189995,-22.351858,-23.755264,-11.950055,-9.592537,-4.821221,7.694593,7.776329,2.282662,6.253977,-4.208914,2.885854,6.437891,4.019825,9.335711,5.119594,2
775,'2022/08/22 14:02:52:982',2,-155.807083,46.265842,49.377972,25.940304,1.55879,-4.391915,-10.11014,-15.64084,-5.332495,-10.752197,-29.189995,-22.351858,-23.755264,-11.950055,-9.592537,-4.821221,7.694593,7.776329,2.282662,6.253977,-4.208914,2.885854,6.437891,4.019825,9.335711,5.119594,2
776,'2022/08/22 14:02:53:110',2,-174.910202,22.229374,36.501717,30.269199,7.754528,5.000686,-7.504733,-20.055115,-14.384459,-24.33963,-30.532072,-14.901741,-22.159473,-4.905805,-7.234404,-7.088336,2.921137,5.432287,0.29693,9.07133,-0.09732,4.441909,5.583422,6.264544,8.159746,-2.236283,2
777,'2022/08/22 14:02:53:122',2,-174.910202,22.229374,36.501717,30.269199,7.754528,5.000686,-7.504733,-20.055115,-14.384459,-24.33963,-30.532072,-14.901741,-22.159473,-4.905805,-7.234404,-7.088336,2.921137,5.432287,0.29693,9.07133,-0.09732,4.441909,5.583422,6.264544,8.159746,-2.236283,2
778,'2022/08/22 14:02:53:122',2,-174.158737,25.74004,42.754543,30.6738,4.686071,6.298975,-6.365458,-20.818268,-11.388943,-21.238369,-29.965626,-14.866704,-27.407139,-10.157134,-7.276273,-3.449892,5.150972,4.122381,2.945602,8.126451,-2.647358,3.47701,4.704739,1.502052,7.464655,-0.618654,2
779,'2022/08/22 14:02:53:123',2,-174.158737,25.74004,42.754543,30.6738,4.686071,6.298975,-6.365458,-20.818268,-11.388943,-21.238369,-29.965626,-14.866704,-27.407139,-10.157134,-7.276273,-3.449892,5.150972,4.122381,2.945602,8.126451,-2.647358,3.47701,4.704739,1.502052,7.464655,-0.618654,2
780,'2022/08/22 14:02:53:123',2,-174.158737,25.74004,42.754543,30.6738,4.686071,6.298975,-6.365458,-20.818268,-11.388943,-21.238369,-29.965626,-14.866704,-27.407139,-10.157134,-7.276273,-3.449892,5.150972,4.122381,2.945602,8.126451,-2.647358,3.47701,4.704739,1.502052,7.464655,-0.618654,2
781,'2022/08/22 14:02:53:137',2,-174.158737,25.74004,42.754543,30.6738,4.686071,6.298975,-6.365458,-20.818268,-11.388943,-21.238369,-29.965626,-14.866704,-27.407139,-10.157134,-7.276273,-3.449892,5.150972,4.122381,2.945602,8.126451,-2.647358,3.47701,4.704739,1.502052,7.464655,-0.618654,2
782,'2022/08/22 14:02:53:137',2,-165.235794,35.103931,40.470352,25.712347,0.942842,4.701397,-6.854056,-22.186508,-14.13053,-21.599306,-28.533405,-16.336018,-25.983564,-9.540748,-5.363613,-3.429639,2.130363,1.368214,1.46263,9.125883,-1.181044,2.931129,6.055277,3.181474,7.881916,1.852272,2
783,'2022/08/22 14:02:53:137',2,-165.235794,35.103931,40.470352,25.712347,0.942842,4.701397,-6.854056,-22.186508,-14.13053,-21.599306,-28.533405,-16.336018,-25.983564,-9.540748,-5.363613,-3.429639,2.130363,1.368214,1.46263,9.125883,-1.181044,2.931129,6.055277,3.181474,7.881916,1.852272,2
784,'2022/08/22 14:02:53:137',2,-165.235794,35.103931,40.470352,25.712347,0.942842,4.701397,-6.854056,-22.186508,-14.13053,-21.599306,-28.533405,-16.336018,-25.983564,-9.540748,-5.363613,-3.429639,2.130363,1.368214,1.46263,9.125883,-1.181044,2.931129,6.055277,3.181474,7.881916,1.852272,2
785,'2022/08/22 14:02:53:145',2,-165.235794,35.103931,40.470352,25.712347,0.942842,4.701397,-6.854056,-22.186508,-14.13053,-21.599306,-28.533405,-16.336018,-25.983564,-9.540748,-5.363613,-3.429639,2.130363,1.368214,1.46263,9.125883,-1.181044,2.931129,6.055277,3.181474,7.881916,1.852272,2
786,'2022/08/22 14:02:53:145',2,-159.108353,39.575939,41.847809,24.078154,1.409587,4.983992,-9.396389,-20.061255,-10.947694,-25.569826,-28.436029,-14.003248,-26.05694,-7.969759,-5.963804,-3.021163,5.21671,4.326488,-1.213306,7.22185,2.909321,6.894878,3.992107,1.763687,10.514693,0.313886,2
787,'2022/08/22 14:02:53:145',2,-159.108353,39.575939,41.847809,24.078154,1.409587,4.983992,-9.396389,-20.061255,-10.947694,-25.569826,-28.436029,-14.003248,-26.05694,-7.969759,-5.963804,-3.021163,5.21671,4.326488,-1.213306,7.22185,2.909321,6.894878,3.992107,1.763687,10.514693,0.313886,2
788,'2022/08/22 14:02:53:145',2,-159.108353,39.575939,41.847809,24.078154,1.409587,4.983992,-9.396389,-20.061255,-10.947694,-25.569826,-28.436029,-14.003248,-26.05694,-7.969759,-5.963804,-3.021163,5.21671,4.326488,-1.213306,7.22185,2.909321,6.894878,3.992107,1.763687,10.514693,0.313886,2
789,'2022/08/22 14:02:53:156',2,-159.108353,39.575939,41.847809,24.078154,1.409587,4.983992,-9.396389,-20.061255,-10.947694,-25.569826,-28.436029,-14.003248,-26.05694,-7.969759,-5.963804,-3.021163,5.21671,4.326488,-1.213306,7.22185,2.909321,6.894878,3.992107,1.763687,10.514693,0.313886,2
790,'2022/08/22 14:02:53:157',2,-162.655334,42.895824,44.79916,20.683937,2.413845,3.035659,-7.313288,-23.079138,-16.434519,-21.930624,-26.361031,-17.308565,-25.190203,-6.073314,-4.136569,-1.79847,2.856221,1.555301,1.429054,11.335332,2.414455,4.843282,6.390182,3.542658,9.061028,1.752617,2
791,'2022/08/22 14:02:53:157',2,-162.655334,42.895824,44.79916,20.683937,2.413845,3.035659,-7.313288,-23.079138,-16.434519,-21.930624,-26.361031,-17.308565,-25.190203,-6.073314,-4.136569,-1.79847,2.856221,1.555301,1.429054,11.335332,2.414455,4.843282,6.390182,3.542658,9.061028,1.752617,2
792,'2022/08/22 14:02:53:157',2,-162.655334,42.895824,44.79916,20.683937,2.413845,3.035659,-7.313288,-23.079138,-16.434519,-21.930624,-26.361031,-17.308565,-25.190203,-6.073314,-4.136569,-1.79847,2.856221,1.555301,1.429054,11.335332,2.414455,4.843282,6.390182,3.542658,9.061028,1.752617,2
793,'2022/08/22 14:02:53:172',2,-162.655334,42.895824,44.79916,20.683937,2.413845,3.035659,-7.313288,-23.079138,-16.434519,-21.930624,-26.361031,-17.308565,-25.190203,-6.073314,-4.136569,-1.79847,2.856221,1.555301,1.429054,11.335332,2.414455,4.843282,6.390182,3.542658,9.061028,1.752617,2
794,'2022/08/22 14:02:53:173',2,-161.351898,41.776669,45.482841,23.118067,1.834155,0.823993,-7.706794,-22.464542,-14.712615,-19.748146,-27.283375,-17.411449,-26.615597,-7.848494,-3.641212,0.66081,3.728314,2.690791,2.889167,8.200536,2.859166,7.074892,4.291149,3.238554,10.276147,1.562589,2
795,'2022/08/22 14:02:53:173',2,-161.351898,41.776669,45.482841,23.118067,1.834155,0.823993,-7.706794,-22.464542,-14.712615,-19.748146,-27.283375,-17.411449,-26.615597,-7.848494,-3.641212,0.66081,3.728314,2.690791,2.889167,8.200536,2.859166,7.074892,4.291149,3.238554,10.276147,1.562589,2
796,'2022/08/22 14:02:53:173',2,-161.351898,41.776669,45.482841,23.118067,1.834155,0.823993,-7.706794,-22.464542,-14.712615,-19.748146,-27.283375,-17.411449,-26.615597,-7.848494,-3.641212,0.66081,3.728314,2.690791,2.889167,8.200536,2.859166,7.074892,4.291149,3.238554,10.276147,1.562589,2
797,'2022/08/22 14:02:53:182',2,-161.351898,41.776669,45.482841,23.118067,1.834155,0.823993,-7.706794,-22.464542,-14.712615,-19.748146,-27.283375,-17.411449,-26.615597,-7.848494,-3.641212,0.66081,3.728314,2.690791,2.889167,8.200536,2.859166,7.074892,4.291149,3.238554,10.276147,1.562589,2
798,'2022/08/22 14:02:53:182',2,-156.809601,46.35112,44.610031,21.7344,-0.717786,0.894212,-7.468403,-20.762901,-12.548952,-21.15502,-25.994377,-16.565384,-27.494389,-10.057858,-1.550291,-0.613182,4.188511,-1.471179,3.285165,10.186812,0.049019,6.586242,4.247034,3.862162,9.156861,1.304141,2
799,'2022/08/22 14:02:53:182',2,-156.809601,46.35112,44.610031,21.7344,-0.717786,0.894212,-7.468403,-20.762901,-12.548952,-21.15502,-25.994377,-16.565384,-27.494389,-10.057858,-1.550291,-0.613182,4.188511,-1.471179,3.285165,10.186812,0.049019,6.586242,4.247034,3.862162,9.156861,1.304141,2
800,'2022/08/22 14:02:53:201',2,-156.809601,46.35112,44.610031,21.7344,-0.717786,0.894212,-7.468403,-20.762901,-12.548952,-21.15502,-25.994377,-16.565384,-27.494389,-10.057858,-1.550291,-0.613182,4.188511,-1.471179,3.285165,10.186812,0.049019,6.586242,4.247034,3.862162,9.156861,1.304141,2
801,'2022/08/22 14:02:53:203',2,-154.170013,50.952919,49.841682,23.266506,5.387399,8.449714,-7.085356,-21.286852,-11.379576,-19.513479,-25.963448,-13.346693,-21.671791,-6.716048,-2.576485,-1.257346,1.283099,1.122951,3.404046,10.556823,0.718211,4.258344,7.172326,5.057554,10.698372,0.701002,2
802,'2022/08/22 14:02:53:203',2,-154.170013,50.952919,49.841682,23.266506,5.387399,8.449714,-7.085356,-21.286852,-11.379576,-19.513479,-25.963448,-13.346693,-21.671791,-6.716048,-2.576485,-1.257346,1.283099,1.122951,3.404046,10.556823,0.718211,4.258344,7.172326,5.057554,10.698372,0.701002,2
803,'2022/08/22 14:02:53:204',2,-154.170013,50.952919,49.841682,23.266506,5.387399,8.449714,-7.085356,-21.286852,-11.379576,-19.513479,-25.963448,-13.346693,-21.671791,-6.716048,-2.576485,-1.257346,1.283099,1.122951,3.404046,10.556823,0.718211,4.258344,7.172326,5.057554,10.698372,0.701002,2
804,'2022/08/22 14:02:53:210',2,-154.170013,50.952919,49.841682,23.266506,5.387399,8.449714,-7.085356,-21.286852,-11.379576,-19.513479,-25.963448,-13.346693,-21.671791,-6.716048,-2.576485,-1.257346,1.283099,1.122951,3.404046,10.556823,0.718211,4.258344,7.172326,5.057554,10.698372,0.701002,2
805,'2022/08/22 14:02:53:211',2,-154.910721,47.961853,48.140682,27.398214,0.606779,0.422131,-8.702541,-22.731495,-15.625646,-19.411493,-27.324993,-16.806068,-25.388651,-4.886797,-5.260485,-3.297961,-1.024321,-0.192502,1.819597,10.162798,-0.497415,2.29385,6.061129,7.484272,10.72455,-0.521837,2
806,'2022/08/22 14:02:53:211',2,-154.910721,47.961853,48.140682,27.398214,0.606779,0.422131,-8.702541,-22.731495,-15.625646,-19.411493,-27.324993,-16.806068,-25.388651,-4.886797,-5.260485,-3.297961,-1.024321,-0.192502,1.819597,10.162798,-0.497415,2.29385,6.061129,7.484272,10.72455,-0.521837,2
807,'2022/08/22 14:02:53:211',2,-154.910721,47.961853,48.140682,27.398214,0.606779,0.422131,-8.702541,-22.731495,-15.625646,-19.411493,-27.324993,-16.806068,-25.388651,-4.886797,-5.260485,-3.297961,-1.024321,-0.192502,1.819597,10.162798,-0.497415,2.29385,6.061129,7.484272,10.72455,-0.521837,2
808,'2022/08/22 14:02:53:214',2,-154.910721,47.961853,48.140682,27.398214,0.606779,0.422131,-8.702541,-22.731495,-15.625646,-19.411493,-27.324993,-16.806068,-25.388651,-4.886797,-5.260485,-3.297961,-1.024321,-0.192502,1.819597,10.162798,-0.497415,2.29385,6.061129,7.484272,10.72455,-0.521837,2
809,'2022/08/22 14:02:53:215',2,-150.429901,52.420311,46.945904,23.794819,1.936145,1.878488,-10.876548,-23.57884,-11.084238,-21.705679,-26.608999,-15.054101,-24.69417,-5.206995,-3.960749,-3.366107,-0.13256,-1.318909,1.009842,8.731942,-0.269937,3.728512,7.426641,7.076626,10.800575,-0.53145,2
810,'2022/08/22 14:02:53:215',2,-150.429901,52.420311,46.945904,23.794819,1.936145,1.878488,-10.876548,-23.57884,-11.084238,-21.705679,-26.608999,-15.054101,-24.69417,-5.206995,-3.960749,-3.366107,-0.13256,-1.318909,1.009842,8.731942,-0.269937,3.728512,7.426641,7.076626,10.800575,-0.53145,2
811,'2022/08/22 14:02:53:215',2,-150.429901,52.420311,46.945904,23.794819,1.936145,1.878488,-10.876548,-23.57884,-11.084238,-21.705679,-26.608999,-15.054101,-24.69417,-5.206995,-3.960749,-3.366107,-0.13256,-1.318909,1.009842,8.731942,-0.269937,3.728512,7.426641,7.076626,10.800575,-0.53145,2
812,'2022/08/22 14:02:53:226',2,-150.429901,52.420311,46.945904,23.794819,1.936145,1.878488,-10.876548,-23.57884,-11.084238,-21.705679,-26.608999,-15.054101,-24.69417,-5.206995,-3.960749,-3.366107,-0.13256,-1.318909,1.009842,8.731942,-0.269937,3.728512,7.426641,7.076626,10.800575,-0.53145,2
813,'2022/08/22 14:02:53:226',2,-150.176666,53.805912,46.440727,22.353537,-1.506665,-1.061926,-10.840685,-24.31488,-13.587618,-23.259596,-26.661535,-14.302988,-21.525837,-7.690959,-6.084511,-6.445199,-1.379152,-3.6956,2.884496,9.613811,-0.165527,4.083886,5.548121,4.659866,10.315545,1.928791,2
814,'2022/08/22 14:02:53:226',2,-150.176666,53.805912,46.440727,22.353537,-1.506665,-1.061926,-10.840685,-24.31488,-13.587618,-23.259596,-26.661535,-14.302988,-21.525837,-7.690959,-6.084511,-6.445199,-1.379152,-3.6956,2.884496,9.613811,-0.165527,4.083886,5.548121,4.659866,10.315545,1.928791,2
815,'2022/08/22 14:02:53:226',2,-150.176666,53.805912,46.440727,22.353537,-1.506665,-1.061926,-10.840685,-24.31488,-13.587618,-23.259596,-26.661535,-14.302988,-21.525837,-7.690959,-6.084511,-6.445199,-1.379152,-3.6956,2.884496,9.613811,-0.165527,4.083886,5.548121,4.659866,10.315545,1.928791,2
816,'2022/08/22 14:02:53:239',2,-148.448792,54.904438,50.031311,20.849604,-3.145138,0.94122,-8.188029,-21.705395,-16.565666,-18.795063,-23.46847,-14.577549,-21.478111,-7.06535,-6.229476,-3.721491,-0.675922,1.669441,2.186622,8.88853,0.334153,6.779745,8.11904,6.701087,7.071182,0.4695,2
817,'2022/08/22 14:02:53:240',2,-148.448792,54.904438,50.031311,20.849604,-3.145138,0.94122,-8.188029,-21.705395,-16.565666,-18.795063,-23.46847,-14.577549,-21.478111,-7.06535,-6.229476,-3.721491,-0.675922,1.669441,2.186622,8.88853,0.334153,6.779745,8.11904,6.701087,7.071182,0.4695,2
818,'2022/08/22 14:02:53:240',2,-148.448792,54.904438,50.031311,20.849604,-3.145138,0.94122,-8.188029,-21.705395,-16.565666,-18.795063,-23.46847,-14.577549,-21.478111,-7.06535,-6.229476,-3.721491,-0.675922,1.669441,2.186622,8.88853,0.334153,6.779745,8.11904,6.701087,7.071182,0.4695,2
819,'2022/08/22 14:02:53:249',2,-148.448792,54.904438,50.031311,20.849604,-3.145138,0.94122,-8.188029,-21.705395,-16.565666,-18.795063,-23.46847,-14.577549,-21.478111,-7.06535,-6.229476,-3.721491,-0.675922,1.669441,2.186622,8.88853,0.334153,6.779745,8.11904,6.701087,7.071182,0.4695,2
820,'2022/08/22 14:02:53:250',2,-146.831482,51.725403,48.21656,23.207571,-2.86014,-2.537689,-9.422054,-23.301653,-12.88638,-21.315063,-24.593096,-12.826843,-21.640366,-9.410716,-6.461762,-1.915148,-0.561153,0.611119,3.604629,10.525132,0.461052,4.744579,8.839363,6.848735,6.641645,2.298856,2
821,'2022/08/22 14:02:53:250',2,-146.831482,51.725403,48.21656,23.207571,-2.86014,-2.537689,-9.422054,-23.301653,-12.88638,-21.315063,-24.593096,-12.826843,-21.640366,-9.410716,-6.461762,-1.915148,-0.561153,0.611119,3.604629,10.525132,0.461052,4.744579,8.839363,6.848735,6.641645,2.298856,2
822,'2022/08/22 14:02:53:250',2,-146.831482,51.725403,48.21656,23.207571,-2.86014,-2.537689,-9.422054,-23.301653,-12.88638,-21.315063,-24.593096,-12.826843,-21.640366,-9.410716,-6.461762,-1.915148,-0.561153,0.611119,3.604629,10.525132,0.461052,4.744579,8.839363,6.848735,6.641645,2.298856,2
823,'2022/08/22 14:02:53:261',2,-146.831482,51.725403,48.21656,23.207571,-2.86014,-2.537689,-9.422054,-23.301653,-12.88638,-21.315063,-24.593096,-12.826843,-21.640366,-9.410716,-6.461762,-1.915148,-0.561153,0.611119,3.604629,10.525132,0.461052,4.744579,8.839363,6.848735,6.641645,2.298856,2
824,'2022/08/22 14:02:53:261',2,-149.506363,51.516972,47.661327,25.803272,0.153242,-2.74982,-12.46337,-21.65465,-10.186199,-19.815979,-27.3069,-16.650042,-20.287529,-3.581544,-7.16289,-5.380901,3.104994,1.658757,3.035533,7.842318,2.025805,6.301225,5.980417,6.718816,11.28199,1.190654,2
825,'2022/08/22 14:02:53:261',2,-149.506363,51.516972,47.661327,25.803272,0.153242,-2.74982,-12.46337,-21.65465,-10.186199,-19.815979,-27.3069,-16.650042,-20.287529,-3.581544,-7.16289,-5.380901,3.104994,1.658757,3.035533,7.842318,2.025805,6.301225,5.980417,6.718816,11.28199,1.190654,2
826,'2022/08/22 14:02:53:261',2,-149.506363,51.516972,47.661327,25.803272,0.153242,-2.74982,-12.46337,-21.65465,-10.186199,-19.815979,-27.3069,-16.650042,-20.287529,-3.581544,-7.16289,-5.380901,3.104994,1.658757,3.035533,7.842318,2.025805,6.301225,5.980417,6.718816,11.28199,1.190654,2
827,'2022/08/22 14:02:53:274',2,-149.506363,51.516972,47.661327,25.803272,0.153242,-2.74982,-12.46337,-21.65465,-10.186199,-19.815979,-27.3069,-16.650042,-20.287529,-3.581544,-7.16289,-5.380901,3.104994,1.658757,3.035533,7.842318,2.025805,6.301225,5.980417,6.718816,11.28199,1.190654,2
828,'2022/08/22 14:02:53:274',2,-148.428802,51.794468,45.761414,24.512703,2.538954,-0.516517,-12.51839,-24.589846,-12.505507,-20.900206,-22.78249,-15.08181,-21.919626,-7.307576,-4.233898,-2.52293,-0.300112,3.729311,1.953139,6.649795,-1.262153,5.684008,8.089723,8.041836,11.670953,3.160935,2
829,'2022/08/22 14:02:53:274',2,-148.428802,51.794468,45.761414,24.512703,2.538954,-0.516517,-12.51839,-24.589846,-12.505507,-20.900206,-22.78249,-15.08181,-21.919626,-7.307576,-4.233898,-2.52293,-0.300112,3.729311,1.953139,6.649795,-1.262153,5.684008,8.089723,8.041836,11.670953,3.160935,2
830,'2022/08/22 14:02:53:274',2,-148.428802,51.794468,45.761414,24.512703,2.538954,-0.516517,-12.51839,-24.589846,-12.505507,-20.900206,-22.78249,-15.08181,-21.919626,-7.307576,-4.233898,-2.52293,-0.300112,3.729311,1.953139,6.649795,-1.262153,5.684008,8.089723,8.041836,11.670953,3.160935,2
831,'2022/08/22 14:02:53:284',2,-148.428802,51.794468,45.761414,24.512703,2.538954,-0.516517,-12.51839,-24.589846,-12.505507,-20.900206,-22.78249,-15.08181,-21.919626,-7.307576,-4.233898,-2.52293,-0.300112,3.729311,1.953139,6.649795,-1.262153,5.684008,8.089723,8.041836,11.670953,3.160935,2
832,'2022/08/22 14:02:53:284',2,-147.867416,53.147617,44.510632,17.689827,1.162531,-0.41383,-13.724223,-22.364603,-14.24803,-21.889429,-26.901592,-14.896496,-23.550781,-6.901335,-5.364141,-5.105428,0.196609,0.676237,1.791886,5.343255,0.057407,6.578019,5.979365,6.419644,8.951111,1.712924,2
833,'2022/08/22 14:02:53:285',2,-147.867416,53.147617,44.510632,17.689827,1.162531,-0.41383,-13.724223,-22.364603,-14.24803,-21.889429,-26.901592,-14.896496,-23.550781,-6.901335,-5.364141,-5.105428,0.196609,0.676237,1.791886,5.343255,0.057407,6.578019,5.979365,6.419644,8.951111,1.712924,2
834,'2022/08/22 14:02:53:285',2,-147.867416,53.147617,44.510632,17.689827,1.162531,-0.41383,-13.724223,-22.364603,-14.24803,-21.889429,-26.901592,-14.896496,-23.550781,-6.901335,-5.364141,-5.105428,0.196609,0.676237,1.791886,5.343255,0.057407,6.578019,5.979365,6.419644,8.951111,1.712924,2
835,'2022/08/22 14:02:53:296',2,-147.867416,53.147617,44.510632,17.689827,1.162531,-0.41383,-13.724223,-22.364603,-14.24803,-21.889429,-26.901592,-14.896496,-23.550781,-6.901335,-5.364141,-5.105428,0.196609,0.676237,1.791886,5.343255,0.057407,6.578019,5.979365,6.419644,8.951111,1.712924,2
836,'2022/08/22 14:02:53:296',2,-147.77449,52.424835,47.743248,23.039137,-1.294625,-0.604148,-12.722951,-23.605518,-12.6976,-18.720881,-24.396549,-14.674172,-23.292746,-8.423317,-4.332906,-1.576376,-1.201063,0.422672,3.321206,5.458845,1.952831,6.633696,6.418936,7.649074,9.483069,0.706031,2
837,'2022/08/22 14:02:53:296',2,-147.77449,52.424835,47.743248,23.039137,-1.294625,-0.604148,-12.722951,-23.605518,-12.6976,-18.720881,-24.396549,-14.674172,-23.292746,-8.423317,-4.332906,-1.576376,-1.201063,0.422672,3.321206,5.458845,1.952831,6.633696,6.418936,7.649074,9.483069,0.706031,2
838,'2022/08/22 14:02:53:307',2,-147.77449,52.424835,47.743248,23.039137,-1.294625,-0.604148,-12.722951,-23.605518,-12.6976,-18.720881,-24.396549,-14.674172,-23.292746,-8.423317,-4.332906,-1.576376,-1.201063,0.422672,3.321206,5.458845,1.952831,6.633696,6.418936,7.649074,9.483069,0.706031,2
839,'2022/08/22 14:02:53:308',2,-150.203918,54.710709,47.067123,22.381273,-1.562681,-1.925214,-10.652901,-24.101221,-12.182169,-18.182629,-25.700068,-14.866959,-23.657228,-8.25278,-2.749045,-2.174742,-2.831548,0.633119,3.784054,8.336125,0.746426,7.390656,7.246305,4.899131,9.533113,0.630816,2
840,'2022/08/22 14:02:53:308',2,-150.203918,54.710709,47.067123,22.381273,-1.562681,-1.925214,-10.652901,-24.101221,-12.182169,-18.182629,-25.700068,-14.866959,-23.657228,-8.25278,-2.749045,-2.174742,-2.831548,0.633119,3.784054,8.336125,0.746426,7.390656,7.246305,4.899131,9.533113,0.630816,2
841,'2022/08/22 14:02:53:308',2,-150.203918,54.710709,47.067123,22.381273,-1.562681,-1.925214,-10.652901,-24.101221,-12.182169,-18.182629,-25.700068,-14.866959,-23.657228,-8.25278,-2.749045,-2.174742,-2.831548,0.633119,3.784054,8.336125,0.746426,7.390656,7.246305,4.899131,9.533113,0.630816,2
842,'2022/08/22 14:02:53:319',2,-150.203918,54.710709,47.067123,22.381273,-1.562681,-1.925214,-10.652901,-24.101221,-12.182169,-18.182629,-25.700068,-14.866959,-23.657228,-8.25278,-2.749045,-2.174742,-2.831548,0.633119,3.784054,8.336125,0.746426,7.390656,7.246305,4.899131,9.533113,0.630816,2
843,'2022/08/22 14:02:53:320',2,-147.038147,53.404968,46.449547,17.889853,-1.740222,-3.083544,-13.472634,-22.442657,-12.598426,-20.835979,-27.853466,-15.767011,-19.83564,-7.33058,-8.300014,-4.565448,0.267813,0.310034,1.14242,8.011937,2.003927,7.371359,5.617108,3.877912,10.698569,-0.857566,2
844,'2022/08/22 14:02:53:320',2,-147.038147,53.404968,46.449547,17.889853,-1.740222,-3.083544,-13.472634,-22.442657,-12.598426,-20.835979,-27.853466,-15.767011,-19.83564,-7.33058,-8.300014,-4.565448,0.267813,0.310034,1.14242,8.011937,2.003927,7.371359,5.617108,3.877912,10.698569,-0.857566,2
845,'2022/08/22 14:02:53:320',2,-147.038147,53.404968,46.449547,17.889853,-1.740222,-3.083544,-13.472634,-22.442657,-12.598426,-20.835979,-27.853466,-15.767011,-19.83564,-7.33058,-8.300014,-4.565448,0.267813,0.310034,1.14242,8.011937,2.003927,7.371359,5.617108,3.877912,10.698569,-0.857566,2
846,'2022/08/22 14:02:53:331',2,-147.038147,53.404968,46.449547,17.889853,-1.740222,-3.083544,-13.472634,-22.442657,-12.598426,-20.835979,-27.853466,-15.767011,-19.83564,-7.33058,-8.300014,-4.565448,0.267813,0.310034,1.14242,8.011937,2.003927,7.371359,5.617108,3.877912,10.698569,-0.857566,2
